satisfaction_id,consult_id,customer_id,survey_date,csat,nps,comment,consult_date,channel,category,duration_min,status,is_recontact,agent_id,region,plan,churn_yn
SAT0115,CON0115,C045,2024-11-14,2,5,처리가 느렸어요.,2024-11-11,전화,장애신고,13.0,완료,N,AG15,서울,스탠다드,N
SAT0116,CON0116,C045,2024-04-17,4,6,대체로 만족스러웠어요.,2024-04-16,전화,해지문의,16.0,완료,N,AG17,서울,스탠다드,N
SAT0117,CON0117,C045,2024-08-11,3,8,그럭저럭이에요.,2024-08-10,채팅,기타,14.0,완료,N,AG07,서울,스탠다드,N
SAT0118,CON0118,C046,2024-11-15,4,6,,2024-11-14,전화,요금문의,15.0,완료,N,AG20,인천,프리미엄,N
SAT0119,CON0119,C046,2024-09-19,3,3,,2024-09-17,전화,장애신고,25.0,완료,N,AG06,인천,프리미엄,N
SAT0120,CON0120,C046,2024-08-26,2,3,,2024-08-25,앱,장애신고,8.0,완료,N,AG08,인천,프리미엄,N
SAT0121,CON0121,C046,2024-09-16,3,3,,2024-09-13,앱,요금문의,6.0,완료,N,AG15,인천,프리미엄,N
SAT0122,CON0122,C047,2024-10-06,2,5,,2024-10-05,채팅,기타,2.0,완료,N,AG17,서울,베이직,N
SAT0123,CON0123,C047,2024-06-03,2,6,개선이 필요한 것 같아요.,2024-05-31,채팅,해지문의,12.0,미해결,N,AG20,서울,베이직,N
SAT0124,CON0124,C048,2024-06-07,3,5,보통이에요.,2024-06-04,전화,해지문의,23.0,완료,N,AG08,대구,스탠다드,N
SAT0125,CON0125,C048,2024-08-14,5,9,,2024-08-13,전화,요금문의,11.0,완료,N,AG03,대구,스탠다드,N
SAT0126,CON0126,C048,2024-12-01,4,5,상담사가 친절했어요.,2024-11-28,채팅,장애신고,6.0,재문의,Y,AG03,대구,스탠다드,N
SAT0127,CON0127,C048,2024-03-05,3,4,그럭저럭이에요.,2024-03-04,이메일,해지문의,,재문의,N,AG01,대구,스탠다드,N
SAT0128,CON0128,C049,2024-11-11,4,5,도움이 됐습니다.,2024-11-10,전화,부가서비스,17.0,완료,N,AG04,인천,베이직,N
SAT0129,CON0129,C049,2024-04-25,3,5,보통이에요.,2024-04-23,앱,부가서비스,4.0,완료,Y,AG05,인천,베이직,N
SAT0130,CON0130,C049,2024-12-13,4,4,대체로 만족스러웠어요.,2024-12-12,앱,요금문의,6.0,완료,N,AG01,인천,베이직,N
SAT0131,CON0131,C050,2024-06-03,3,7,,2024-06-01,전화,장애신고,13.0,재문의,N,AG13,서울,베이직,N
SAT0132,CON0132,C051,2024-12-04,4,8,,2024-12-02,전화,요금문의,21.0,재문의,Y,AG02,기타,스탠다드,N
SAT0133,CON0133,C052,2024-09-25,3,2,보통이에요.,2024-09-23,이메일,해지문의,,완료,N,AG14,인천,스탠다드,N
SAT0134,CON0134,C052,2024-10-28,5,7,정말 친절하게 도와주셔서 감사해요!,2024-10-26,전화,요금문의,18.0,완료,N,AG14,인천,스탠다드,N
SAT0135,CON0135,C052,2024-09-08,4,5,도움이 됐습니다.,2024-09-05,전화,명의변경,19.0,미해결,N,AG02,인천,스탠다드,N
SAT0136,CON0136,C052,2024-11-16,4,6,상담사가 친절했어요.,2024-11-14,전화,장애신고,20.0,미해결,N,AG12,인천,스탠다드,N
SAT0137,CON0137,C053,2024-12-02,3,6,그럭저럭이에요.,2024-12-01,전화,장애신고,17.0,완료,N,AG16,서울,스탠다드,N
SAT0138,CON0138,C053,2024-01-07,2,5,처리가 느렸어요.,2024-01-04,이메일,요금문의,,재문의,Y,AG03,서울,스탠다드,N
SAT0139,CON0139,C054,2024-11-17,3,7,,2024-11-15,전화,요금문의,19.0,재문의,N,AG03,서울,프리미엄,N
SAT0140,CON0140,C054,2024-01-16,4,5,도움이 됐습니다.,2024-01-13,전화,기타,16.0,완료,N,AG12,서울,프리미엄,N
SAT0141,CON0141,C055,2024-10-15,4,9,도움이 됐습니다.,2024-10-13,전화,요금문의,15.0,완료,N,AG13,기타,스탠다드,N
SAT0142,CON0142,C055,2024-06-10,4,7,,2024-06-09,전화,명의변경,26.0,완료,N,AG05,기타,스탠다드,N
SAT0143,CON0143,C055,2024-03-18,3,8,해결은 됐는데 시간이 좀 걸렸어요.,2024-03-15,이메일,해지문의,,미해결,Y,AG07,기타,스탠다드,N
SAT0144,CON0144,C056,2024-08-20,4,6,대체로 만족스러웠어요.,2024-08-19,전화,부가서비스,9.0,완료,N,AG02,인천,스탠다드,N
SAT0145,CON0145,C057,2024-08-22,4,4,대체로 만족스러웠어요.,2024-08-19,채팅,장애신고,14.0,완료,N,AG11,부산,스탠다드,N
SAT0146,CON0146,C057,2024-12-13,4,3,,2024-12-12,앱,요금문의,4.0,완료,N,AG10,부산,스탠다드,N
SAT0147,CON0147,C060,2024-09-09,1,1,,2024-09-07,채팅,기타,10.0,미해결,N,AG06,서울,베이직,Y
SAT0148,CON0148,C060,2024-08-11,4,5,상담사가 친절했어요.,2024-08-09,전화,해지문의,28.0,완료,N,AG15,서울,베이직,Y
SAT0149,CON0149,C060,2024-08-12,4,6,상담사가 친절했어요.,2024-08-10,전화,장애신고,21.0,완료,Y,AG20,서울,베이직,Y
SAT0150,CON0150,C060,2024-08-19,4,8,도움이 됐습니다.,2024-08-17,전화,해지문의,19.0,미해결,N,AG14,서울,베이직,Y
SAT0151,CON0151,C060,2024-09-21,2,7,,2024-09-18,이메일,요금문의,,미해결,N,AG04,서울,베이직,Y
SAT0152,CON0152,C060,2024-09-08,2,4,기대보다 별로였어요.,2024-09-06,이메일,요금문의,,완료,N,AG03,서울,베이직,Y
SAT0153,CON0153,C061,2024-12-09,1,4,전혀 해결이 안 됐어요.,2024-12-06,전화,기타,18.0,완료,N,AG11,서울,스탠다드,Y
SAT0154,CON0154,C061,2024-11-24,1,0,,2024-11-23,앱,해지문의,9.0,완료,N,AG04,서울,스탠다드,Y
SAT0155,CON0155,C061,2024-10-31,5,5,,2024-10-30,전화,해지문의,10.0,완료,N,AG08,서울,스탠다드,Y
SAT0156,CON0156,C062,2024-11-25,4,7,대체로 만족스러웠어요.,2024-11-22,전화,요금문의,20.0,완료,N,AG18,부산,프리미엄,N
SAT0157,CON0157,C062,2024-10-15,4,7,,2024-10-14,전화,장애신고,12.0,완료,N,AG13,부산,프리미엄,N
SAT0158,CON0158,C063,2024-07-31,4,6,,2024-07-30,채팅,해지문의,12.0,완료,N,AG20,경기,스탠다드,N
SAT0159,CON0159,C063,2024-02-06,4,4,상담사가 친절했어요.,2024-02-05,채팅,요금문의,7.0,완료,N,AG04,경기,스탠다드,N
SAT0160,CON0160,C063,2024-11-16,4,5,대체로 만족스러웠어요.,2024-11-15,전화,요금문의,18.0,완료,N,AG20,경기,스탠다드,N
SAT0161,CON0161,C064,2024-08-06,4,6,도움이 됐습니다.,2024-08-05,채팅,해지문의,6.0,완료,N,AG16,대구,스탠다드,Y
SAT0162,CON0162,C064,2024-07-27,4,8,,2024-07-25,전화,기타,10.0,완료,N,AG08,대구,스탠다드,Y
SAT0163,CON0163,C064,2024-07-12,5,4,정말 친절하게 도와주셔서 감사해요!,2024-07-09,이메일,기타,,완료,Y,AG19,대구,스탠다드,Y
SAT0164,CON0164,C064,2024-07-26,5,7,문제가 바로 해결됐어요. 최고입니다.,2024-07-24,채팅,해지문의,4.0,재문의,Y,AG01,대구,스탠다드,Y
SAT0165,CON0165,C065,2024-08-24,2,5,,2024-08-22,채팅,요금문의,10.0,완료,N,AG19,서울,프리미엄,N
SAT0166,CON0166,C065,2024-03-15,4,5,,2024-03-13,전화,요금문의,20.0,완료,Y,AG03,서울,프리미엄,N
SAT0167,CON0167,C066,2024-01-16,4,5,대체로 만족스러웠어요.,2024-01-14,채팅,요금문의,4.0,미해결,N,AG18,인천,프리미엄,N
SAT0168,CON0168,C066,2024-06-02,4,3,도움이 됐습니다.,2024-06-01,채팅,장애신고,7.0,미해결,N,AG14,인천,프리미엄,N
SAT0169,CON0169,C067,2024-02-23,4,8,,2024-02-20,전화,기타,17.0,재문의,N,AG02,서울,스탠다드,N
SAT0170,CON0170,C067,2024-02-29,3,7,,2024-02-26,이메일,요금문의,,재문의,N,AG02,서울,스탠다드,N
SAT0171,CON0171,C068,2024-09-11,3,2,,2024-09-08,채팅,기타,3.0,완료,Y,AG10,서울,프리미엄,Y
SAT0172,CON0172,C068,2024-08-12,5,5,빠른 처리에 매우 만족합니다.,2024-08-10,전화,해지문의,19.0,완료,N,AG01,서울,프리미엄,Y
SAT0173,CON0173,C068,2024-08-13,4,7,상담사가 친절했어요.,2024-08-11,전화,장애신고,18.0,완료,N,AG09,서울,프리미엄,Y
SAT0174,CON0174,C069,2024-06-25,4,7,상담사가 친절했어요.,2024-06-22,전화,요금문의,12.0,완료,N,AG17,부산,베이직,N
SAT0175,CON0175,C070,2024-04-09,2,7,개선이 필요한 것 같아요.,2024-04-06,전화,해지문의,18.0,완료,Y,AG19,경기,스탠다드,N
SAT0176,CON0176,C070,2024-09-12,3,7,그럭저럭이에요.,2024-09-11,채팅,명의변경,9.0,재문의,N,AG01,경기,스탠다드,N
SAT0177,CON0177,C070,2024-06-10,3,2,그럭저럭이에요.,2024-06-08,채팅,요금문의,10.0,미해결,N,AG04,경기,스탠다드,N
SAT0178,CON0178,C070,2024-05-15,4,8,,2024-05-13,전화,요금문의,20.0,완료,N,AG15,경기,스탠다드,N
SAT0179,CON0179,C072,2024-02-23,3,6,보통이에요.,2024-02-20,전화,부가서비스,11.0,완료,N,AG03,경기,프리미엄,N
SAT0180,CON0180,C073,2024-09-22,3,5,보통이에요.,2024-09-20,앱,해지문의,4.0,재문의,N,AG20,경기,베이직,N
SAT0181,CON0181,C073,2024-05-28,4,1,,2024-05-27,이메일,해지문의,,재문의,N,AG15,경기,베이직,N
SAT0182,CON0182,C073,2024-12-07,4,6,도움이 됐습니다.,2024-12-05,채팅,장애신고,7.0,미해결,N,AG10,경기,베이직,N
SAT0183,CON0183,C073,2024-03-01,3,5,,2024-02-27,전화,요금문의,23.0,미해결,N,AG05,경기,베이직,N
SAT0184,CON0184,C074,2024-03-25,3,9,그럭저럭이에요.,2024-03-23,이메일,장애신고,,완료,N,AG10,대구,베이직,N
SAT0185,CON0185,C074,2024-06-15,4,3,대체로 만족스러웠어요.,2024-06-13,전화,장애신고,18.0,완료,N,AG19,대구,베이직,N
SAT0186,CON0186,C075,2024-02-02,4,7,도움이 됐습니다.,2024-02-01,전화,해지문의,18.0,완료,N,AG20,기타,스탠다드,N
SAT0187,CON0187,C075,2024-01-31,3,6,보통이에요.,2024-01-28,이메일,장애신고,,완료,Y,AG12,기타,스탠다드,N
SAT0188,CON0188,C076,2024-08-06,3,7,,2024-08-04,채팅,기타,9.0,완료,Y,AG18,대구,프리미엄,N
SAT0189,CON0189,C076,2024-11-11,4,8,,2024-11-10,채팅,장애신고,10.0,완료,N,AG07,대구,프리미엄,N
